Planet Name,Planet Letter,Host Name,TIC ID,Gaia DR3 ID,Discovery Year,Discovery Method,Discovery Facility,Discovery Locale,Number of stars,Number of planets,Reference,ADS link,Last Updated,Planet Mass [Mjup],Planet Mass - Upper Unc [Mjup],Planet Mass - Lower Unc [Mjup],Relative Mass Error,Planet Msin(i) [Mjup],Planet Msin(i) - Upper Unc [Mjup],Planet Msin(i) - Lower Unc [Mjup],Planet Radius [Rjup],Planet Radius - Upper Unc [Rjup],Planet Radius - Lower Unc [Rjup],Relative Radius Error,Orbital Period [days],Orbital Period - Upper Unc [days],Orbital Period - Lower Unc [days],Orbit Semi-Major axis [au],Orbit Semi-Major axis - Upper Unc [au],Orbit Semi-Major axis - Lower Unc [au],Source of the Orbit Semi-Major axis,Eccentricity,Eccentricity - Upper Unc,Eccentricity - Lower Unc,Eccentricity Upper Limit Flag,Insolation Flux [Earth Flux],Insolation Flux - Upper Unc [Earth Flux],Insolation Flux - Lower Unc [Earth Flux],Equilibrium Temperature [K],Equilibrium Temperature - Upper Unc [K],Equilibrium Temperature - Lower Unc [K],Inclinaison [deg],Inclinaison - Upper Unc [deg],Inclinaison - Lower Unc [deg],Projected Obliquity [deg],Projected Obliquity - Upper Unc [deg],Projected Obliquity - Lower Unc [deg],Projected Obliquity Reference,Epoch of Periastron [days],Epoch of Periastron - Upper Unc [days],Epoch of Periastron - Lower Unc [days],Argument of Periastron [deg],Argument of Periastron - Upper Unc [deg],Argument of Periastron - Lower Unc [deg],Impact parameter,Impact parameter - Upper Unc,Impact parameter - Lower Unc,Source of the Impact parameter,Transit Depth [%],Transit Depth - Upper Unc [%],Transit Depth - Lower Unc [%],Source of the Transit Depth,Transit Duration [hrs],Transit Duration - Upper Unc [hrs],Transit Duration - Lower Unc [hrs],Transit Midpoint [days],Transit Midpoint - Upper Unc [days],Transit Midpoint - Lower Unc [days],Measured Radial Velocity Semi-Amplitude [m/s],Measured Radial Velocity Semi-Amplitude - Upper Unc [m/s],Measured Radial Velocity Semi-Amplitude - Lower Unc [m/s],Spectral Type,Stellar Effective Temperature [K],Stellar Effective Temperature - Upper Unc [K],Stellar Effective Temperature - Lower Unc [K],Stellar Radius [Rsun],Stellar Radius - Upper Unc [Rsun],Stellar Radius - Lower Unc [Rsun],Stellar Mass [Msun],Stellar Mass - Upper Unc [Msun],Stellar Mass - Lower Unc [Msun],Stellar Metallicity [dex],Stellar Metallicity - Upper Unc [dex],Stellar Metallicity - Lower Unc [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Lsun)],Stellar Luminosity - Upper Unc [log(Lsun)],Stellar Luminosity - Lower Unc [log(Lsun)],Stellar Surface Gravity [log(cm/s**2)],Stellar Surface Gravity - Upper Unc [log(cm/s**2)],Stellar Surface Gravity - Lower Unc [log(cm/s**2)],Stellar Age [Gyr],Stellar Age - Upper Unc [Gyr],Stellar Age - Lower Unc [Gyr],Stellar Rotational Velocity [km/s],Stellar Rotational Velocity - Upper Unc [km/s],Stellar Rotational Velocity - Lower Unc [km/s],Stellar Rotational Period [days],Stellar Rotational Period - Upper Unc [days],Stellar Rotational Period - Lower Unc [days],V Mag,V Mag - Upper Unc,V Mag - Lower Unc,J Mag,J Mag - Upper Unc,J Mag - Lower Unc,K Mag,K Mag - Upper Unc,K Mag - Lower Unc,Distance [pc],Distance - Upper Unc [pc],Distance - Lower Unc [pc],Right Ascension [deg],Right Ascension - Error [deg],Declinaison [deg],Declinaison - Error [deg],Parallax [mas],Parallax Error [mas],Radial Velocity [km/s],Radial Velocity - Error [km/s],Teff [K] (Gaia DR3),Teff - Upper Unc [K] (Gaia DR3),Teff - Lower Unc [K] (Gaia DR3),[Fe/H] [dex] (Gaia DR3),[Fe/H] - Upper Unc [dex] (Gaia DR3),[Fe/H] - Lower Unc [dex] (Gaia DR3),Stellar Luminosity [log(Lsun)] (Gaia DR3),Stellar Luminosity - Upper Unc [log(Lsun)] (Gaia DR3),Stellar Luminosity - Lower Unc [log(Lsun)] (Gaia DR3),log(g) [log(cm/s**2)] (Gaia DR3),log(g) - Upper Unc [log(cm/s**2)] (Gaia DR3),log(g) - Lower Unc [log(cm/s**2)] (Gaia DR3),Stellar Age [Gyr] (Gaia DR3),Stellar Age - Upper Unc [Gyr] (Gaia DR3),Stellar Age - Lower Unc [Gyr] (Gaia DR3),Expected Radial Velocity Semi-Amplitude [m/s] - Computation,Planet Density [g/cm**3] - Computation,Planet Density - Upper Unc [g/cm**3] - Computation,Planet Density - Lower Unc [g/cm**3] - Computation,Insolation Flux [Earth Flux] - Computation,Insolation Flux - Upper Unc [Earth Flux] - Computation,Insolation Flux - Lower Unc [Earth Flux] - Computation,Equilibrium Temperature [K] - Computation,Equilibrium Temperature - Upper Unc [K] - Computation,Equilibrium Temperature - Lower Unc [K] - Computation,Transmission Spectroscopy Metric (TSM) - Computation,Emission Spectroscopy Metric (ESM) - Computation
CoRoT-28 b,b,CoRoT-28,1,4,2015,Transit,CoRoT,Space,1,1,Bonomo et al. 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A.107B/abstract,2019-03-18,0.481,0.056,0.056,0.1164241164241164,0.48074,0.05597,0.05597,0.955,0.066,0.066,0.069109947643979,5.20851,0.00038,0.00038,0.059,0.0027,0.0028,Reference,0.071,,,1,,,,,,,88.1,0.8,0.8,,,,Reference,,,,,,,0.236,0.101,0.101,Reference,0.304,0.056,0.056,Reference,,,,2455755.8474,0.0029,0.0029,,,,K1V,5150.0,100.0,100.0,1.78,0.11,0.11,1.01,0.14,0.14,0.15,0.1,0.1,,,,,,,,12.0,1.5,1.5,3.0,0.5,0.5,,,,13.783,0.069,0.069,11.601,0.023,0.023,11.032,0.025,0.025,718.0322265625,16.38555908203125,19.1312255859375,278.6883207825555,0.0148534877225756,5.573690199188392,0.0136411618441343,1.3022578633606834,0.0158538315445184,-75.96646881103516,1.6728094816207886,5176.67333984375,34.1982421875,33.84912109375,-0.1807000041007995,0.0113999992609024,0.0263999998569488,0.5932915806770325,0.0076909799383178,0.0110135301947593,3.672800064086914,0.0260999202728271,0.018399953842163,4.9502482414245605,0.7336549758911133,0.5385603904724121,56.12,0.6848462805532198,0.1628440594286607,0.1628440594286607,1126.13,103.43,107.6,1612.0,37.0,39.0,22.46517786803376,18.767988264609507
CoRoT-3 b,b,CoRoT-3,3,4,2008,Transit,CoRoT,Space,1,1,Triaud et al. 2009,http://adsabs.harvard.edu/abs/2009A&A...506..377T,2019-10-18,21.23,0.82,0.59,0.0332077249175694,21.18084,0.81831,0.58878,0.993,0.058,0.058,0.0584088620342396,4.2567994,3.9e-06,3.1e-06,0.05694,0.00096,0.00079,Reference,0.008,0.015,0.005,0,,,,,,,86.1,0.73,0.52,-37.6,10.0,22.3,Reference,,,,,,,0.54,0.041,0.081,Reference,0.4398,0.0084,0.0091,Reference,,,,2454283.13388,0.00026,0.00022,,,,F3V,6740.0,140.0,140.0,1.54,0.08,0.08,1.36,0.06,0.04,,,,,,,,,,,,,,18.46,0.29,0.29,,,,13.448,0.069,0.069,11.936,0.03,0.03,11.618,0.034,0.034,723.7119140625,17.69390869140625,11.8055419921875,292.0552832347156,0.0145282289013266,0.1218358494496092,0.0124463979154825,1.311829968140929,0.0176832005381584,-57.460933685302734,3.4974656105041504,6596.62255859375,22.96337890625,20.99951171875,-0.4426000118255615,0.0121999979019165,0.0128999948501586,0.6446827054023743,0.0089388815470196,0.0122624151408672,4.144999980926514,0.0121002197265625,0.0177001953125,2.122131586074829,0.4013526439666748,0.4042603969573974,2148.27,26.88811695285738,4.824616521266551,4.7704012099837145,1361.01,47.48,41.29,1691.0,15.0,13.0,0.6872578473744404,16.31481410561074
CoRoT-30 b,b,CoRoT-30,3,4,2020,Transit,CoRoT,Space,1,1,Borde et al. 2020,https://ui.adsabs.harvard.edu/abs/2020A%26A...635A.122B/abstract,2020-04-10,2.9,0.22,0.22,0.0758620689655172,2.9,0.22,0.22,1.009,0.076,0.076,0.0753221010901883,9.06005,0.00024,0.00024,0.0844,0.0012,0.0012,Reference,0.007,0.031,0.031,0,,,,,,,90.0,0.56,0.56,,,,Reference,,,,178.1,100.2,100.2,0.0,0.16,0.16,Reference,1.299,0.323,0.214,Reference,,,,2455665.5146,0.0012,0.0012,,,,G5V,5650.0,100.0,100.0,0.91,0.09,0.03,0.98,0.03,0.05,0.02,0.1,0.1,[Fe/H],,,,4.4,0.1,0.1,3.0,3.7,2.4,4.3,0.4,0.4,,,,15.571,0.126,0.126,14.019,0.029,0.029,13.562,0.045,0.045,956.9223022460938,26.530517578125,24.85791015625,277.6011765380565,0.0291390735656023,6.835933762489245,0.0310681276023387,0.929673046360012,0.0378663316369056,,,5243.283203125,47.7333984375,35.53173828125,-0.5303999781608582,0.0589999854564666,0.0460000038146972,-0.1040720716118812,0.0290883172165269,0.0286792255938053,4.395299911499023,0.0176000595092773,0.0159001350402832,,,,286.31,3.500923645503527,0.8344826138511451,0.8344826138511451,110.47,4.49,4.46,902.0,9.0,9.0,3.0897194298238007,7.38536717465167
CoRoT-4 b,b,CoRoT-4,3,3,2008,Transit,CoRoT,Space,1,1,Bonomo et al. 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A.107B/abstract,2019-03-18,0.703,0.071,0.073,0.1024182076813655,0.703,0.071,0.073,1.19,0.055,0.055,0.0462184873949579,9.20205,0.00037,0.00037,0.09025,0.00068,0.00055,Reference,0.14,,,1,,,,,,,90.0,0.0,0.085,,,,Reference,,,,,,,0.0,0.0,0.025,Reference,1.093,0.103,0.116,Reference,,,,2454141.36493,0.00089,0.00089,,,,F8V,6190.0,60.0,60.0,1.17,0.01,0.03,1.16,0.03,0.02,0.05,0.07,0.07,,,,,,,,1.0,1.0,0.3,6.4,1.0,1.0,,,,13.652,0.092,0.092,12.619,0.026,0.026,12.288,0.03,0.03,693.4041748046875,6.93524169921875,6.61279296875,102.19462274303818,0.0130417793989181,-0.6727866191340276,0.0131220044568181,1.3623477274878235,0.0157385636121034,34.37350082397461,4.430214881896973,5909.42431640625,34.11279296875,33.0107421875,-0.2446999996900558,0.0292000025510787,0.0323999971151351,0.1678584665060043,0.0097843874947502,0.011247269809246,4.285600185394287,0.0181999206542968,0.019200325012207,6.340029239654541,1.2179956436157229,1.246962070465088,62.37,0.5173358568308587,0.0887430443359872,0.0896174807944868,180.7,3.25,3.0,1020.0,5.0,4.0,27.254222534226795,13.11367625619137
CoRoT-5 b,b,CoRoT-5,2,3,2009,Transit,CoRoT,Space,1,1,Raetz et al. 2019,http://adsabs.harvard.edu/abs/2019MNRAS.483..824R,2019-10-04,0.459,0.053,0.032,0.0925925925925925,0.4577,0.05285,0.03191,1.256,0.046,0.045,0.0362261146496815,4.0379156,1.2e-06,1.2e-06,0.0495,0.0012,0.0012,Reference,0.0,,,0,,,,1397.0,15.0,15.0,85.68,0.18,0.17,,,,Reference,,,,,,,0.76,0.05,0.04,Reference,1.352,0.139,0.121,Reference,,,,2454400.19896,0.00022,0.00022,,,,F9V,6100.0,65.0,65.0,1.11,0.04,0.03,0.99,0.07,0.07,-0.25,0.06,0.06,[Fe/H],0.18,0.05,0.05,4.34,0.02,0.02,6.31,1.74,1.74,1.0,1.0,1.0,,,,14.043,0.149,0.149,12.871,0.024,0.024,12.546,0.026,0.026,809.0540771484375,16.70611572265625,46.28875732421875,101.2772392154128,0.014882787130773,0.8152151398645294,0.0156384743750095,1.1535453167416785,0.0187940243631601,46.3843002319336,5.680157661437988,6189.955078125,32.29833984375,17.46923828125,-0.3242000043392181,0.0123000144958496,0.0103000104427337,0.2351747900247573,0.0105172203236873,0.0129137579351663,4.327499866485596,0.0659003257751464,0.0199999809265136,1.6951849460601809,0.7156474590301514,0.7813661098480225,58.77,0.2872776947372683,0.0457889865315343,0.0368043601620223,701.4,34.8,35.19,1432.0,18.0,18.0,68.16682765734637,27.89043182050628
CoRoT-6 b,b,CoRoT-6,1,4,2009,Transit,CoRoT,Space,1,1,Bonomo et al. 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A.107B/abstract,2019-03-18,2.95,0.28,0.28,0.0949152542372881,2.94961,0.27996,0.27996,1.166,0.035,0.035,0.0300171526586621,8.886593,4e-05,4e-05,0.0854,0.0013,0.0014,Reference,0.18,,,1,,,,,,,89.07,0.3,0.3,,,,Reference,,,,,,,0.292,0.095,0.095,Reference,1.38,0.116,0.116,Reference,,,,2454595.61515,0.0002,0.0002,,,,F9V,6090.0,50.0,50.0,1.02,0.03,0.03,1.05,0.05,0.05,-0.2,0.1,0.1,[Fe/H],,,,,,,2.5,2.1,1.7,,,,,,,13.961,0.069,0.069,12.518,0.024,0.024,12.119,0.024,0.024,615.9324951171875,6.1201171875,6.43359375,281.072557109316,0.0133454324677586,6.663206464799363,0.0140871340408921,1.5641185967304172,0.0162685085088014,-20.747426986694336,3.151311159133911,5922.4638671875,7.3720703125,5.48876953125,-0.476500004529953,0.008100003004074,0.0076000094413757,0.1306782513856887,0.0090012806538288,0.0093830414116382,4.279799938201904,0.0081000328063964,0.0072999000549316,4.905287742614746,0.9480314254760742,0.9927568435668944,284.34,2.3077273892290724,0.3019348055711811,0.3019348055711811,185.25,5.88,6.32,1027.0,8.0,9.0,8.479368815816164,18.510657932616528
CoRoT-7 b,b,CoRoT-7,2,3,2009,Transit,CoRoT,Space,1,3,John et al. 2022,https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1794J/abstract,2022-07-18,0.01905,0.00205,0.00205,0.1076115485564304,0.01881,0.00202,0.00202,0.136,0.006,0.006,0.0441176470588235,0.8535,5.9e-07,5.9e-07,0.01713,0.00012,0.00012,Reference,0.0,,,0,,,,,,,80.98,0.51,0.51,,,,Reference,,,,,,,0.704,0.053,0.053,Reference,0.029,0.004,0.004,Reference,,,,,,,,,,K0V,5250.0,60.0,60.0,0.82,0.04,0.04,0.92,0.02,0.02,,,,,,,,,,,1.8,0.5,0.6,,,,,,,11.728,0.027,0.027,10.301,0.024,0.024,9.806,0.021,0.021,157.54490661621094,0.493499755859375,0.8513031005859375,100.95616972793913,0.0127011016011238,-1.0630075792826124,0.0118669290095567,6.267554809898366,0.0138508938252925,31.048171997070312,0.5354675054550171,5351.17138671875,11.66943359375,9.23095703125,0.1550000011920929,0.0116000026464462,0.0073000043630599,-0.289690762758255,0.0049441496526582,0.0048333024606108,4.57420015335083,0.0069999694824218,0.0061001777648925,2.9378788471221924,1.5352051258087158,1.5520652532577517,4.26,9.391530963591736,1.6020076276236612,1.6020076276236612,1749.02,25.99,25.92,1800.0,7.0,7.0,17.185376075330662,3.676877276126135
CoRoT-8 b,b,CoRoT-8,3,4,2010,Transit,CoRoT,Space,1,1,Borde et al. 2010,http://adsabs.harvard.edu/abs/2010yCat..35200066B,2014-05-14,0.22,0.03,0.03,0.1363636363636363,0.21991,0.02999,0.02999,0.57,0.02,0.02,0.0350877192982456,6.21229,3e-05,3e-05,0.063,0.001,0.001,Reference,0.0,,,0,,,,,,,88.4,0.1,0.1,,,,Reference,,,,,,,0.49,0.04,0.04,Reference,0.651,0.007,0.007,Reference,2.74,0.02,0.02,2454238.9743,0.0004,0.0004,,,,K2V,5080.0,80.0,80.0,0.77,0.02,0.02,0.88,0.04,0.04,0.3,0.1,0.1,[M/H],,,,4.58,0.08,0.08,3.0,,,,,,,,,14.792,0.034,0.034,12.154,0.023,0.023,11.463,0.021,0.021,320.8244934082031,2.17681884765625,2.05389404296875,291.5885714856597,0.018459565937519,1.4262926697222973,0.0160277690738439,3.090260489021987,0.0207259021699428,-35.29426574707031,3.955984592437744,4786.0361328125,24.2470703125,22.51123046875,-0.3255000114440918,0.0245000123977661,0.0217999815940856,-0.3877202868461609,0.0078659727964506,0.0076223504729568,4.424799919128418,0.0055999755859375,0.0071001052856445,,,,26.55,1.4731814904772969,0.2537782230814943,0.2537782230814943,103.18,3.37,3.37,887.0,7.0,7.0,23.804762118730878,9.45443624038153
CoRoT-9 b,b,CoRoT-9,1,4,2009,Transit,CoRoT,Space,2,1,Southworth 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417.2166S,2017-12-12,0.826,0.083,0.083,0.1004842615012106,0.826,0.083,0.083,1.037,0.082,0.082,0.0790742526518804,95.2738,0.0014,0.0014,0.4027,0.011,0.011,Reference,0.0,,,0,,,,413.0,14.0,14.0,89.97,0.13,0.13,,,,Reference,,,,,,,0.048,0.209,0.209,Reference,1.286,0.261,0.261,Reference,,,,,,,,,,G6V,5625.0,80.0,80.0,0.94,0.06,0.06,0.96,0.08,0.08,-0.01,0.06,0.06,[Fe/H],,,,4.48,0.06,0.06,,,,,,,,,,13.637,0.137,0.137,12.175,0.028,0.028,11.688,0.023,0.023,417.9985961914063,3.357818603515625,4.03228759765625,280.78664410764026,0.0137286391109228,6.204076157237759,0.0135919637978076,2.341232173669625,0.0160256884992122,19.11689567565918,2.8013453483581543,5330.2900390625,20.57275390625,16.50146484375,-0.4101999998092651,0.0236000120639801,0.0189000070095062,-0.1642004549503326,0.0066963418429571,0.0061301281675696,4.42080020904541,0.0058999061584472,0.0054001808166503,,,,37.76,0.9185481312499252,0.2366428931310376,0.2366428931310376,4.23,0.23,0.23,399.0,5.0,5.0,11.412826118613072,1.318753036376957
EPIC 220674823 b,b,EPIC 220674823,2,2,2016,Transit,K2,Space,1,2,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-04-17,0.02583,0.00239,0.00233,0.0913666279519938,0.02578,0.00239,0.00233,0.154,0.003,0.003,0.0194805194805194,0.571292,1.2e-05,1.2e-05,0.01326,0.00028,0.00023,Reference,0.0,,,0,4670.0,300.0,300.0,2300.0,36.0,36.0,86.4,2.5,4.1,,,,Reference,,,,,,,0.181,0.125,0.206,Reference,0.026,0.001,0.001,Reference,,,,2457394.0114,0.0,-0.0,6.5,0.52,0.52,G7V,5532.0,62.0,62.0,0.99,0.01,0.01,0.95,0.06,0.05,0.11,0.05,0.05,[Fe/H],,,,,,,7.5,3.8,4.0,2.62,0.18,0.18,,,,12.101,0.031,0.031,10.77,0.023,0.023,10.344,0.021,0.021,238.54640197753903,1.1746978759765625,1.83660888671875,13.080032578577232,0.0146400658413767,10.794705384870028,0.0105172712355852,4.085426793344734,0.0179733540862798,-14.786697387695312,0.5610913634300232,5496.630859375,5.06591796875,4.310546875,0.0296000000089406,0.0054000001400709,0.0053000003099441,-0.0938662514090538,0.0043668739816544,0.0046413149684667,4.397900104522705,0.0090999603271484,0.0037999153137207,12.738191604614258,0.7618083953857422,1.504802703857422,6.53,8.770419838408074,0.9598245512236122,0.9426627272892752,4581.91,194.54,160.37,2290.0,24.0,20.0,12.941819681083402,3.397695111838641
EPIC 229004835 b,b,EPIC 229004835,9,3,2023,Transit,K2,Space,1,1,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-05-03,0.03272,0.00503,0.00472,0.1489914425427873,0.0327,0.00503,0.00472,0.208,0.007,0.008,0.0360576923076923,16.141132,1.9e-05,1.9e-05,0.1237,0.0017,0.0017,Reference,0.23,,,1,69.7,3.7,3.7,804.0,10.0,10.0,88.08,0.26,0.24,,,,Reference,,,,,,,0.891,0.122,0.112,Reference,0.046,0.003,0.004,Reference,,,,2457920.44584,0.0008,0.0008,2.76,0.39,0.39,G1V,5868.0,60.0,60.0,1.0,0.01,0.01,0.97,0.04,0.04,-0.12,0.05,0.05,[Fe/H],,,,,,,4.9,1.9,1.7,,,,,,,10.23,0.006,0.006,9.061,0.032,0.032,8.725,0.023,0.023,120.30809783935548,0.4401016235351562,0.62249755859375,186.48602358386677,0.0178225673735141,-1.4047261016602373,0.0127470381557941,8.224227338983747,0.0219370257109403,-31.48843765258789,0.4318218231201172,5745.5322265625,3.66015625,2.201171875,-0.3441999852657318,0.0062999725341796,0.0059000253677368,0.0168063137680292,0.0030457352277903,0.0029273924883455,4.396999835968018,0.0032000541687011,0.0022997856140136,6.511997222900391,1.0745577812194824,1.075953483581543,2.76,4.509012402803541,0.8292871448886908,0.8329221995800931,67.93,1.88,1.88,799.0,6.0,6.0,18.91106486252779,1.7326636363376244
EPIC 249893012 b,b,EPIC 249893012,4,6,2020,Transit,K2,Space,1,3,Hidalgo et al. 2020,https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract,2020-02-06,0.02753,0.00343,0.0034,0.1240464947330185,0.02747,0.00342,0.00339,0.174,0.008,0.007,0.043103448275862,3.5951,0.0003,0.0003,0.047,0.005,0.007,Reference,0.06,0.08,0.04,0,1037.0,482.0,207.0,1616.0,149.0,79.0,86.14,2.6,3.5,,,,Reference,2457994.67,1.2,1.7,225.0,67.0,123.0,0.42,0.28,0.25,Reference,0.011,0.001,0.001,Reference,4.33,0.18,0.15,2457994.396,0.005,0.005,3.55,0.43,0.43,G8V,5430.0,85.0,85.0,1.71,0.04,0.04,1.05,0.05,0.05,0.2,0.05,0.05,[Fe/H],,,,3.99,0.03,0.03,9.0,0.5,0.6,2.1,0.5,0.5,41.0,10.0,10.0,11.429,0.022,0.022,10.216,0.026,0.026,9.714,0.023,0.023,304.394287109375,3.405914306640625,2.978973388671875,228.2482372453887,0.0147424330934882,-16.724652140760146,0.0133620472624897,3.0946820666201598,0.0166653096675872,22.309837341308597,0.5222679972648621,5565.041015625,50.05859375,23.62353515625,-0.0731000006198883,0.0383000001311302,0.0236999988555908,0.3778181076049804,0.006514242483139,0.0060389498248696,3.995199918746948,0.0204002857208251,0.0117998123168945,10.059189796447754,0.968642234802246,0.9771795272827148,3.52,6.480620740042303,1.20455853962634,1.1190785472285456,1082.44,230.47,322.51,1596.0,85.0,119.0,5.280495716833958,1.144026474246577
EPIC 249893012 c,c,EPIC 249893012,4,6,2020,Transit,K2,Space,1,3,Hidalgo et al. 2020,https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract,2020-02-06,0.04616,0.00579,0.00595,0.1271663778162911,0.04613,0.00579,0.00595,0.327,0.015,0.012,0.0412844036697247,15.624,0.001,0.001,0.13,0.01,0.02,Reference,0.07,0.08,0.05,0,160.0,68.0,29.0,990.0,92.0,49.0,87.94,0.74,1.05,,,,Reference,2457998.3,4.4,3.7,217.0,100.0,170.0,0.6,0.15,0.21,Reference,0.039,0.004,0.003,Reference,6.37,0.15,0.12,2457998.841,0.002,0.004,3.66,0.45,0.46,G8V,5430.0,85.0,85.0,1.71,0.04,0.04,1.05,0.05,0.05,0.2,0.05,0.05,[Fe/H],,,,3.99,0.03,0.03,9.0,0.5,0.6,2.1,0.5,0.5,41.0,10.0,10.0,11.429,0.022,0.022,10.216,0.026,0.026,9.714,0.023,0.023,304.394287109375,3.405914306640625,2.978973388671875,228.2482372453887,0.0147424330934882,-16.724652140760146,0.0133620472624897,3.0946820666201598,0.0166653096675872,22.309837341308597,0.5222679972648621,5565.041015625,50.05859375,23.62353515625,-0.0731000006198883,0.0383000001311302,0.0236999988555908,0.3778181076049804,0.006514242483139,0.0060389498248696,3.995199918746948,0.0204002857208251,0.0117998123168945,10.059189796447754,0.968642234802246,0.9771795272827148,3.56,1.6371206326841925,0.3048356708879207,0.2775161787796768,141.58,21.82,43.57,960.0,37.0,74.0,12.772866988260756,1.5549334284130485
EPIC 249893012 d,d,EPIC 249893012,4,6,2020,Transit,K2,Space,1,3,Hidalgo et al. 2020,https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract,2020-02-06,0.03203,0.00774,0.00761,0.2396191070871058,0.03203,0.00774,0.00761,0.352,0.012,0.011,0.0326704545454545,35.747,0.005,0.005,0.22,0.02,0.04,Reference,0.15,0.21,0.11,0,53.0,23.0,10.0,752.0,69.0,37.0,89.47,0.36,0.5,,,,Reference,2458008.77,7.9,9.0,181.0,81.0,61.0,0.25,0.23,0.17,Reference,0.045,0.004,0.003,Reference,9.56,0.14,0.13,2458008.652,0.003,0.003,1.97,0.54,0.47,G8V,5430.0,85.0,85.0,1.71,0.04,0.04,1.05,0.05,0.05,0.2,0.05,0.05,[Fe/H],,,,3.99,0.03,0.03,9.0,0.5,0.6,2.1,0.5,0.5,41.0,10.0,10.0,11.429,0.022,0.022,10.216,0.026,0.026,9.714,0.023,0.023,304.394287109375,3.405914306640625,2.978973388671875,228.2482372453887,0.0147424330934882,-16.724652140760146,0.0133620472624897,3.0946820666201598,0.0166653096675872,22.309837341308597,0.5222679972648621,5565.041015625,50.05859375,23.62353515625,-0.0731000006198883,0.0383000001311302,0.0236999988555908,0.3778181076049804,0.006514242483139,0.0060389498248696,3.995199918746948,0.0204002857208251,0.0117998123168945,10.059189796447754,0.968642234802246,0.9771795272827148,1.92,0.9107246427068992,0.23897401842155,0.2326147565940506,49.88,9.22,18.16,740.0,34.0,67.0,17.698744925749544,0.9712188872087896
GJ 1132 b,b,GJ 1132,1,5,2015,Transit,Cerro Tololo Inter-American Observatory,Ground,1,2,Bonfils et al. 2018,https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract,2020-05-28,0.00522,0.00072,0.00072,0.1379310344827586,0.00522,0.00072,0.00072,0.101,0.005,0.005,0.0495049504950495,1.628931,2.7e-05,2.7e-05,0.0153,0.0005,0.0005,Reference,0.22,,,1,,,,529.0,9.0,9.0,,,,,,,Reference,,,,,,,,,,Computation,0.244,0.034,0.034,Reference,,,,,,,2.85,0.34,0.34,M3.5V,3270.0,140.0,140.0,0.21,0.01,0.01,0.18,0.02,0.02,,,,,-2.359,0.032,0.035,,,,,,,2.0,,,,,,13.68,0.2,0.2,9.245,0.026,0.026,8.322,0.027,0.027,12.58180046081543,0.0090999603271484,0.0438003540039062,153.70885427338357,0.0135784810408949,-47.15487814715097,0.0148861641064286,79.3205781473538,0.0182294882833957,34.6587028503418,0.4761925637722015,3009.688720703125,1.892578125,0.269287109375,-0.7608000040054321,0.0099999904632568,0.0012000203132629,-2.3018622398376465,4.343998680522842e-05,4.343448381405324e-05,4.565400123596191,0.0121998786926269,0.0012001991271972,,,,,6.282963278684935,1.2734689553226357,1.2734689553226357,21.32,1.39,1.39,598.0,10.0,10.0,31.9103644046742,10.366096154943795
GJ 1214 b,b,GJ 1214,4,4,2009,Transit,MEarth Project,Ground,1,1,Mahajan et al. 2024,https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract,2024-03-25,0.02646,0.00113,0.0011,0.0421390778533635,8.41,0.36,0.35,0.244,0.003,0.003,0.0122950819672131,1.58040453,2e-08,2e-08,0.01505,0.00011,0.00011,Reference,0.0062,0.0079,0.0044,0,17.2,1.0,0.9,567.0,7.6,7.6,88.98,0.094,0.085,,,,Reference,2459639.725,0.033,0.27,77.0,7.5,61.0,0.264,0.02,0.023,Reference,1.343,0.0037,0.0038,Reference,0.86966,0.0011,0.0011,2459639.781262,9e-06,9e-06,14.38,0.57,0.56,M4.5V,3101.0,43.0,43.0,0.22,0.0,0.0,0.18,0.0,0.0,0.24,0.11,0.11,[Fe/H],-2.409,0.023,0.023,5.03,0.01,0.01,,,,,,,,,,15.1,0.2,0.2,9.75,0.024,0.024,8.782,0.02,0.02,,,,258.8314799887317,0.0459031425416469,4.960575338342743,0.0382163673639297,68.29864790496704,0.0651870816946029,20.90652656555176,0.6549684405326843,,,,,,,,,,,,,,,,14.45,2.258803752937068,0.1274638244021003,0.125536824000692,17.22,0.47,0.47,567.0,4.0,4.0,403.0044404823643,40.46991235561112
